repository_language,date,activity
Objective-J,2013-10,392
XQuery,2013-10,368
AppleScript,2013-10,358
Parrot,2013-10,354
Kotlin,2013-10,350
Gosu,2013-10,349
HaXe,2013-10,290
Awk,2013-10,286
Io,2013-10,263
Xtend,2013-10,252
Ceylon,2013-10,242
Scilab,2013-10,213
Pure Data,2013-10,208
Factor,2013-10,145
Squirrel,2013-10,110
Boo,2013-10,107
Bro,2013-10,102
Ecl,2013-10,88
Logtalk,2013-10,84
Fancy,2013-10,79
MoonScript,2013-10,76
Dylan,2013-10,76
ooc,2013-10,75
Augeas,2013-10,66
Arc,2013-10,63
Pike,2013-10,38
Forth,2013-10,38
XProc,2013-10,37
CLIPS,2013-10,37
Rebol,2013-10,33
Elm,2013-10,29
Monkey,2013-10,25
COBOL,2013-10,24
Ragel in Ruby Host,2013-10,23
Nu,2013-10,18
Fantom,2013-10,13
PogoScript,2013-10,13
Self,2013-10,12
Mirah,2013-10,12
Max,2013-10,12
DCPU-16 ASM,2013-10,7
ABAP,2013-10,6
Opa,2013-10,6
Volt,2013-10,4
Ioke,2013-10,3
Turing,2013-10,3
eC,2013-10,1
wisp,2013-10,1
JavaScript,2013-09,985001
Java,2013-09,530599
Ruby,2013-09,454233
Python,2013-09,449785
PHP,2013-09,394993
CSS,2013-09,312435
C++,2013-09,248797
C,2013-09,240271
Shell,2013-09,139595
Objective-C,2013-09,121519
C#,2013-09,100149
Scala,2013-09,71285
Perl,2013-09,48579
VimL,2013-09,45597
Go,2013-09,43499
CoffeeScript,2013-09,40294
Haskell,2013-09,22863
Emacs Lisp,2013-09,21089
Lua,2013-09,19623
Clojure,2013-09,18848
R,2013-09,15270
Puppet,2013-09,15014
Erlang,2013-09,12409
Matlab,2013-09,10294
Groovy,2013-09,9434
ActionScript,2013-09,8009
TypeScript,2013-09,7567
OCaml,2013-09,6499
Rust,2013-09,6234
XSLT,2013-09,4968
D,2013-09,4961
Arduino,2013-09,4916
Logos,2013-09,4444
Visual Basic,2013-09,4065
Common Lisp,2013-09,3772
Dart,2013-09,3503
PowerShell,2013-09,3256
Racket,2013-09,3104
Assembly,2013-09,2916
Processing,2013-09,2880
Julia,2013-09,2824
Haxe,2013-09,2743
Scheme,2013-09,2728
FORTRAN,2013-09,2680
Elixir,2013-09,2561
Delphi,2013-09,2473
ASP,2013-09,2430
ColdFusion,2013-09,2277
Prolog,2013-09,2240
F#,2013-09,1853
Vala,2013-09,1811
DOT,2013-09,1500
Pascal,2013-09,1386
VHDL,2013-09,1266
Verilog,2013-09,1257
Eiffel,2013-09,1035
AutoHotkey,2013-09,946
Tcl,2013-09,899
OpenEdge ABL,2013-09,801
XML,2013-09,759
Standard ML,2013-09,696
SuperCollider,2013-09,673
Smalltalk,2013-09,634
Lasso,2013-09,628
Apex,2013-09,612
Coq,2013-09,545
LiveScript,2013-09,497
Nemerle,2013-09,461
AppleScript,2013-09,393
Ada,2013-09,358
XQuery,2013-09,353
Slash,2013-09,349
M,2013-09,335
HaXe,2013-09,320
Parrot,2013-09,254
Kotlin,2013-09,254
Gosu,2013-09,245
Awk,2013-09,220
Nimrod,2013-09,203
Pure Data,2013-09,200
Objective-J,2013-09,196
Scilab,2013-09,195
Xtend,2013-09,175
Factor,2013-09,152
Ceylon,2013-09,142
Io,2013-09,131
DCPU-16 ASM,2013-09,123
XC,2013-09,117
Squirrel,2013-09,105
Dylan,2013-09,101
Logtalk,2013-09,96
MoonScript,2013-09,86
Ecl,2013-09,71
Opa,2013-09,53
XProc,2013-09,50
Arc,2013-09,42
eC,2013-09,38
Boo,2013-09,38
Augeas,2013-09,36
Bro,2013-09,33
Self,2013-09,33
Forth,2013-09,33
Pike,2013-09,28
Rebol,2013-09,26
Monkey,2013-09,23
Mirah,2013-09,21
Ragel in Ruby Host,2013-09,20
Fancy,2013-09,19
ooc,2013-09,17
Max,2013-09,13
Nu,2013-09,13
CLIPS,2013-09,9
ABAP,2013-09,8
PogoScript,2013-09,6
COBOL,2013-09,5
wisp,2013-09,3
Rouge,2013-09,2
Fantom,2013-09,1
Turing,2013-09,1
JavaScript,2013-08,1076790
Java,2013-08,544217
Ruby,2013-08,508275
Python,2013-08,496346
PHP,2013-08,414528
CSS,2013-08,337626
C++,2013-08,266029
C,2013-08,254928
Shell,2013-08,149273
Objective-C,2013-08,126607
C#,2013-08,106279
Scala,2013-08,88650
VimL,2013-08,53198
Perl,2013-08,50775
Go,2013-08,47786
CoffeeScript,2013-08,43074
Haskell,2013-08,22827
Emacs Lisp,2013-08,22058
Clojure,2013-08,20984
Lua,2013-08,20603
Erlang,2013-08,15711
R,2013-08,15566
Puppet,2013-08,13935
Groovy,2013-08,10236
ActionScript,2013-08,9431
Matlab,2013-08,9430
TypeScript,2013-08,8036
Rust,2013-08,7270
OCaml,2013-08,6989
D,2013-08,5962
XSLT,2013-08,5456
Arduino,2013-08,4335
Common Lisp,2013-08,4174
Scheme,2013-08,4041
Logos,2013-08,3844
PowerShell,2013-08,3690
Visual Basic,2013-08,3678
Elixir,2013-08,3589
Julia,2013-08,3533
Delphi,2013-08,3337
FORTRAN,2013-08,3321
Dart,2013-08,3245
Haxe,2013-08,3214
Assembly,2013-08,2853
Processing,2013-08,2780
Racket,2013-08,2501
ASP,2013-08,2359
Prolog,2013-08,2173
ColdFusion,2013-08,1938
F#,2013-08,1733
Vala,2013-08,1552
Verilog,2013-08,1370
DOT,2013-08,1260
LiveScript,2013-08,1126
XML,2013-08,1092
AutoHotkey,2013-08,1028
Tcl,2013-08,967
VHDL,2013-08,951
Apex,2013-08,940
Coq,2013-08,854
OpenEdge ABL,2013-08,710
Smalltalk,2013-08,632
Lasso,2013-08,581
Standard ML,2013-08,580
SuperCollider,2013-08,564
Eiffel,2013-08,556
Ada,2013-08,427
M,2013-08,362
Objective-J,2013-08,362
Kotlin,2013-08,355
Slash,2013-08,346
Dylan,2013-08,344
Nemerle,2013-08,340
XQuery,2013-08,336
Nimrod,2013-08,335
Gosu,2013-08,302
HaXe,2013-08,256
AppleScript,2013-08,251
Pure Data,2013-08,241
Factor,2013-08,221
Awk,2013-08,194
Xtend,2013-08,179
Parrot,2013-08,161
ooc,2013-08,161
Io,2013-08,159
Augeas,2013-08,109
Scilab,2013-08,95
Rebol,2013-08,91
Ceylon,2013-08,80
Ecl,2013-08,73
Arc,2013-08,73
MoonScript,2013-08,64
Logtalk,2013-08,64
Bro,2013-08,64
Mirah,2013-08,55
XProc,2013-08,54
Monkey,2013-08,52
XC,2013-08,48
Boo,2013-08,45
CLIPS,2013-08,27
DCPU-16 ASM,2013-08,26
wisp,2013-08,25
Forth,2013-08,23
eC,2013-08,17
Ragel in Ruby Host,2013-08,17
Nu,2013-08,13
Max,2013-08,10
PogoScript,2013-08,9
ABAP,2013-08,8
Fancy,2013-08,8
Pike,2013-08,6
Self,2013-08,4
Rouge,2013-08,4
Omgrofl,2013-08,3
Opa,2013-08,3
Turing,2013-08,2
Fantom,2013-08,2
JavaScript,2013-07,1280714
Java,2013-07,557929
Ruby,2013-07,553155
Python,2013-07,519832
PHP,2013-07,438145
C++,2013-07,272124
C,2013-07,240419
Shell,2013-07,155360
Objective-C,2013-07,132089
C#,2013-07,106643
Perl,2013-07,53096
VimL,2013-07,51203
CoffeeScript,2013-07,42272
Go,2013-07,41540
Scala,2013-07,37948
Clojure,2013-07,21716
Haskell,2013-07,20389
Emacs Lisp,2013-07,20254
Lua,2013-07,19789
R,2013-07,14786
Puppet,2013-07,14138
Erlang,2013-07,11663
CSS,2013-07,11153
Groovy,2013-07,10896
ActionScript,2013-07,10320
Matlab,2013-07,9644
TypeScript,2013-07,8194
Scheme,2013-07,7125
Rust,2013-07,6290
OCaml,2013-07,5642
XSLT,2013-07,4993
Arduino,2013-07,4893
D,2013-07,4700
Dart,2013-07,4562
Julia,2013-07,4100
Common Lisp,2013-07,4082
Logos,2013-07,3933
Visual Basic,2013-07,3742
Elixir,2013-07,3621
Delphi,2013-07,3497
Haxe,2013-07,3482
FORTRAN,2013-07,3306
PowerShell,2013-07,2996
ASP,2013-07,2948
Racket,2013-07,2746
Vala,2013-07,2704
Assembly,2013-07,2688
Processing,2013-07,2647
Prolog,2013-07,2481
F#,2013-07,2265
ColdFusion,2013-07,2232
DOT,2013-07,1527
XML,2013-07,1513
Verilog,2013-07,1335
VHDL,2013-07,1289
OpenEdge ABL,2013-07,1174
Tcl,2013-07,1054
AutoHotkey,2013-07,987
Smalltalk,2013-07,972
SuperCollider,2013-07,844
Standard ML,2013-07,745
Lasso,2013-07,669
LiveScript,2013-07,643
Coq,2013-07,636
Apex,2013-07,627
Ada,2013-07,623
Pure Data,2013-07,575
Nimrod,2013-07,464
Dylan,2013-07,458
Objective-J,2013-07,380
M,2013-07,340
Nemerle,2013-07,330
AppleScript,2013-07,310
Kotlin,2013-07,308
HaXe,2013-07,303
Factor,2013-07,302
Eiffel,2013-07,244
XQuery,2013-07,242
Xtend,2013-07,230
Slash,2013-07,220
Gosu,2013-07,207
Scilab,2013-07,200
Parrot,2013-07,180
XProc,2013-07,175
Arc,2013-07,162
Io,2013-07,151
Awk,2013-07,116
Rebol,2013-07,112
ooc,2013-07,108
XC,2013-07,94
Ragel in Ruby Host,2013-07,84
Forth,2013-07,83
CLIPS,2013-07,81
MoonScript,2013-07,78
Ceylon,2013-07,71
Max,2013-07,61
Augeas,2013-07,55
Boo,2013-07,47
Turing,2013-07,38
Fancy,2013-07,31
Pike,2013-07,30
DCPU-16 ASM,2013-07,28
Bro,2013-07,28
Ecl,2013-07,23
eC,2013-07,23
PogoScript,2013-07,22
Logtalk,2013-07,19
Mirah,2013-07,13
Monkey,2013-07,13
ABAP,2013-07,10
Nu,2013-07,10
wisp,2013-07,6
Opa,2013-07,6
Self,2013-07,4
Ioke,2013-07,1
JavaScript,2013-06,1105998
Java,2013-06,540621
Ruby,2013-06,492983
Python,2013-06,449336
PHP,2013-06,398209
C++,2013-06,245909
C,2013-06,233957
Shell,2013-06,133322
Objective-C,2013-06,115274
C#,2013-06,102143
Perl,2013-06,50768
VimL,2013-06,43763
CoffeeScript,2013-06,38128
Go,2013-06,35693
Scala,2013-06,33676
Clojure,2013-06,20243
Haskell,2013-06,19251
Lua,2013-06,19063
Emacs Lisp,2013-06,18068
R,2013-06,13693
Puppet,2013-06,12351
Erlang,2013-06,11551
Groovy,2013-06,10650
Matlab,2013-06,9909
ActionScript,2013-06,9240
Prolog,2013-06,7363
TypeScript,2013-06,7263
OCaml,2013-06,6463
Logos,2013-06,5395
Rust,2013-06,5352
Common Lisp,2013-06,5147
D,2013-06,5018
Dart,2013-06,4936
Arduino,2013-06,4357
Julia,2013-06,3832
Processing,2013-06,3622
Delphi,2013-06,3621
Assembly,2013-06,3423
XSLT,2013-06,3407
Haxe,2013-06,3328
Visual Basic,2013-06,3248
Elixir,2013-06,3021
ASP,2013-06,2932
FORTRAN,2013-06,2916
Scheme,2013-06,2855
PowerShell,2013-06,2852
Racket,2013-06,2607
ColdFusion,2013-06,2594
F#,2013-06,2381
XML,2013-06,2258
VHDL,2013-06,1393
Verilog,2013-06,1325
DOT,2013-06,1250
AutoHotkey,2013-06,916
Vala,2013-06,892
Lasso,2013-06,886
Tcl,2013-06,857
Apex,2013-06,735
Smalltalk,2013-06,711
Standard ML,2013-06,622
LiveScript,2013-06,608
OpenEdge ABL,2013-06,525
Coq,2013-06,497
Objective-J,2013-06,495
SuperCollider,2013-06,464
Ada,2013-06,378
AppleScript,2013-06,352
HaXe,2013-06,334
Pure Data,2013-06,316
Nimrod,2013-06,306
Scilab,2013-06,305
Eiffel,2013-06,264
Io,2013-06,256
M,2013-06,247
Gosu,2013-06,243
Parrot,2013-06,229
Awk,2013-06,213
XQuery,2013-06,209
Nemerle,2013-06,209
Xtend,2013-06,200
Rebol,2013-06,160
Boo,2013-06,147
Arc,2013-06,144
Kotlin,2013-06,128
Factor,2013-06,124
Dylan,2013-06,118
Ceylon,2013-06,116
Monkey,2013-06,83
CLIPS,2013-06,72
Augeas,2013-06,59
DCPU-16 ASM,2013-06,58
Ragel in Ruby Host,2013-06,55
Turing,2013-06,43
Forth,2013-06,42
MoonScript,2013-06,38
Max,2013-06,35
ooc,2013-06,33
Opa,2013-06,32
PogoScript,2013-06,31
XProc,2013-06,30
Logtalk,2013-06,26
Ioke,2013-06,24
Fancy,2013-06,23
Nu,2013-06,19
Ecl,2013-06,18
Pike,2013-06,12
eC,2013-06,11
Bro,2013-06,10
ABAP,2013-06,9
Mirah,2013-06,9
wisp,2013-06,7
Self,2013-06,2
Rouge,2013-06,1
JavaScript,2013-05,1112072
Java,2013-05,612133
Ruby,2013-05,512589
Python,2013-05,460485
PHP,2013-05,425306
C++,2013-05,288467
C,2013-05,248942
Shell,2013-05,140744
Objective-C,2013-05,127065
C#,2013-05,114427
Perl,2013-05,52329
VimL,2013-05,45932
CoffeeScript,2013-05,40353
Scala,2013-05,35411
Go,2013-05,34766
Clojure,2013-05,21689
Emacs Lisp,2013-05,21438
Lua,2013-05,19440
Haskell,2013-05,19427
R,2013-05,13818
Puppet,2013-05,12370
Matlab,2013-05,11944
Erlang,2013-05,11925
Standard ML,2013-05,11617
ActionScript,2013-05,10458
Groovy,2013-05,10371
Haxe,2013-05,7644
TypeScript,2013-05,7521
Rust,2013-05,6479
Logos,2013-05,6455
OCaml,2013-05,6120
XML,2013-05,5492
Arduino,2013-05,4907
D,2013-05,4649
Common Lisp,2013-05,4348
Dart,2013-05,4189
Assembly,2013-05,3993
Julia,2013-05,3748
Delphi,2013-05,3742
ASP,2013-05,3340
Scheme,2013-05,3331
Visual Basic,2013-05,3256
Processing,2013-05,3082
FORTRAN,2013-05,2978
PowerShell,2013-05,2738
Racket,2013-05,2723
ColdFusion,2013-05,2432
Prolog,2013-05,2401
F#,2013-05,2129
VHDL,2013-05,2044
Elixir,2013-05,1792
Verilog,2013-05,1455
DOT,2013-05,1386
Vala,2013-05,1345
Coq,2013-05,1220
Tcl,2013-05,984
Lasso,2013-05,953
Smalltalk,2013-05,945
AutoHotkey,2013-05,755
SuperCollider,2013-05,753
Apex,2013-05,683
LiveScript,2013-05,617
Ada,2013-05,525
Pure Data,2013-05,497
Objective-J,2013-05,467
OpenEdge ABL,2013-05,446
HaXe,2013-05,445
Nimrod,2013-05,368
Eiffel,2013-05,327
AppleScript,2013-05,323
Nemerle,2013-05,288
Awk,2013-05,269
Factor,2013-05,253
XQuery,2013-05,233
Scilab,2013-05,222
Kotlin,2013-05,203
Io,2013-05,196
Parrot,2013-05,169
Logtalk,2013-05,148
Xtend,2013-05,136
Gosu,2013-05,125
ooc,2013-05,120
DCPU-16 ASM,2013-05,113
Dylan,2013-05,99
Rebol,2013-05,91
Augeas,2013-05,88
Ceylon,2013-05,80
Boo,2013-05,75
Monkey,2013-05,70
Arc,2013-05,67
Turing,2013-05,61
MoonScript,2013-05,53
Ecl,2013-05,45
Max,2013-05,38
Forth,2013-05,32
Fancy,2013-05,27
PogoScript,2013-05,20
Ragel in Ruby Host,2013-05,16
CLIPS,2013-05,15
Nu,2013-05,15
Opa,2013-05,14
Bro,2013-05,14
eC,2013-05,7
Pike,2013-05,7
Fantom,2013-05,6
Mirah,2013-05,5
ABAP,2013-05,4
Omgrofl,2013-05,3
Self,2013-05,3
Rouge,2013-05,2
Ioke,2013-05,1
JavaScript,2013-04,1072946
Java,2013-04,601827
Ruby,2013-04,508725
Python,2013-04,452390
PHP,2013-04,419640
C++,2013-04,272242
C,2013-04,246147
Shell,2013-04,129844
Objective-C,2013-04,128121
C#,2013-04,108351
Perl,2013-04,51180
VimL,2013-04,49632
CoffeeScript,2013-04,43409
Scala,2013-04,35260
Go,2013-04,29534
Emacs Lisp,2013-04,22891
Lua,2013-04,20925
Clojure,2013-04,20096
Haskell,2013-04,19008
Matlab,2013-04,13681
R,2013-04,13224
Erlang,2013-04,12606
Puppet,2013-04,12087
ActionScript,2013-04,10716
Groovy,2013-04,10615
Standard ML,2013-04,6877
TypeScript,2013-04,6674
XML,2013-04,5956
OCaml,2013-04,5382
Logos,2013-04,5381
Dart,2013-04,5271
Arduino,2013-04,4916
Rust,2013-04,4629
Common Lisp,2013-04,4401
Julia,2013-04,4095
ASP,2013-04,4055
Processing,2013-04,3845
D,2013-04,3773
Assembly,2013-04,3704
Scheme,2013-04,3682
Visual Basic,2013-04,3466
Haxe,2013-04,3366
Delphi,2013-04,3100
ColdFusion,2013-04,2734
FORTRAN,2013-04,2554
Racket,2013-04,2487
PowerShell,2013-04,2446
F#,2013-04,2276
Verilog,2013-04,2139
VHDL,2013-04,1995
Prolog,2013-04,1856
DOT,2013-04,1598
Coq,2013-04,1394
Elixir,2013-04,1061
Smalltalk,2013-04,1050
Lasso,2013-04,960
Vala,2013-04,955
Factor,2013-04,765
Eiffel,2013-04,680
Tcl,2013-04,675
AutoHotkey,2013-04,661
Apex,2013-04,650
Ada,2013-04,642
LiveScript,2013-04,631
OpenEdge ABL,2013-04,530
Objective-J,2013-04,527
HaXe,2013-04,497
SuperCollider,2013-04,473
AppleScript,2013-04,389
Pure Data,2013-04,344
Kotlin,2013-04,318
XQuery,2013-04,292
DCPU-16 ASM,2013-04,248
Nemerle,2013-04,230
Nimrod,2013-04,216
PogoScript,2013-04,202
Awk,2013-04,182
Parrot,2013-04,175
Gosu,2013-04,174
Nu,2013-04,161
Dylan,2013-04,158
Io,2013-04,133
MoonScript,2013-04,126
Arc,2013-04,121
Xtend,2013-04,118
Scilab,2013-04,108
Boo,2013-04,99
Ceylon,2013-04,95
ooc,2013-04,94
Ragel in Ruby Host,2013-04,65
Augeas,2013-04,61
Logtalk,2013-04,59
Monkey,2013-04,56
Turing,2013-04,51
CLIPS,2013-04,43
Rebol,2013-04,41
Fantom,2013-04,36
Ecl,2013-04,35
Pike,2013-04,28
Bro,2013-04,20
Forth,2013-04,18
Opa,2013-04,15
Max,2013-04,11
Rouge,2013-04,11
ABAP,2013-04,10
Ioke,2013-04,9
Fancy,2013-04,7
Self,2013-04,5
Mirah,2013-04,5
eC,2013-04,3
JavaScript,2013-03,1046422
Java,2013-03,567670
Ruby,2013-03,496942
Python,2013-03,431464
PHP,2013-03,408831
C,2013-03,240929
C++,2013-03,232158
Objective-C,2013-03,153740
Shell,2013-03,124105
C#,2013-03,97433
Perl,2013-03,51682
VimL,2013-03,48986
CoffeeScript,2013-03,39146
Scala,2013-03,31338
Go,2013-03,26720
Clojure,2013-03,22069
Emacs Lisp,2013-03,21992
Haskell,2013-03,20825
Lua,2013-03,20033
Erlang,2013-03,12963
R,2013-03,12217
Matlab,2013-03,11776
Puppet,2013-03,11079
ActionScript,2013-03,10359
Groovy,2013-03,10138
OCaml,2013-03,5593
D,2013-03,4542
XML,2013-03,4456
Common Lisp,2013-03,4129
Dart,2013-03,4104
Rust,2013-03,4073
TypeScript,2013-03,3956
Julia,2013-03,3921
Arduino,2013-03,3842
Scheme,2013-03,3763
Assembly,2013-03,3336
Delphi,2013-03,3288
Logos,2013-03,3211
Visual Basic,2013-03,3073
ASP,2013-03,2740
Racket,2013-03,2721
PowerShell,2013-03,2601
F#,2013-03,2180
FORTRAN,2013-03,2129
ColdFusion,2013-03,2076
Verilog,2013-03,1922
Prolog,2013-03,1901
Haxe,2013-03,1689
VHDL,2013-03,1683
Lasso,2013-03,1641
HaXe,2013-03,1495
Processing,2013-03,1238
Elixir,2013-03,906
Vala,2013-03,896
Smalltalk,2013-03,891
Tcl,2013-03,879
Factor,2013-03,850
Objective-J,2013-03,835
DOT,2013-03,678
Standard ML,2013-03,652
Apex,2013-03,635
Eiffel,2013-03,573
AutoHotkey,2013-03,560
Coq,2013-03,504
OpenEdge ABL,2013-03,492
LiveScript,2013-03,435
Ada,2013-03,428
ooc,2013-03,428
XQuery,2013-03,370
AppleScript,2013-03,356
Nemerle,2013-03,309
Kotlin,2013-03,294
Pure Data,2013-03,289
Dylan,2013-03,280
SuperCollider,2013-03,274
Parrot,2013-03,218
Gosu,2013-03,192
Nimrod,2013-03,191
DCPU-16 ASM,2013-03,174
Io,2013-03,163
Scilab,2013-03,162
Logtalk,2013-03,152
Ceylon,2013-03,150
Xtend,2013-03,148
Awk,2013-03,128
Arc,2013-03,110
CLIPS,2013-03,92
Boo,2013-03,85
Rebol,2013-03,84
Monkey,2013-03,76
Augeas,2013-03,55
Bro,2013-03,37
Fantom,2013-03,32
Turing,2013-03,28
Fancy,2013-03,20
eC,2013-03,20
Ioke,2013-03,17
Nu,2013-03,16
Ecl,2013-03,14
Forth,2013-03,11
PogoScript,2013-03,10
Mirah,2013-03,9
Pike,2013-03,9
Max,2013-03,8
Self,2013-03,8
Opa,2013-03,4
ABAP,2013-03,4
Ragel in Ruby Host,2013-03,3
TXL,2013-03,1
JavaScript,2013-02,803508
Java,2013-02,404202
Ruby,2013-02,382810
Python,2013-02,330346
PHP,2013-02,322497
C,2013-02,192886
C++,2013-02,191478
Objective-C,2013-02,105880
Shell,2013-02,100567
C#,2013-02,74552
Perl,2013-02,42377
VimL,2013-02,38197
CoffeeScript,2013-02,32453
Scala,2013-02,28194
Emacs Lisp,2013-02,17579
Haskell,2013-02,15604
Go,2013-02,14659
Lua,2013-02,14103
Clojure,2013-02,12981
Nemerle,2013-02,10273
Erlang,2013-02,9669
Groovy,2013-02,9252
R,2013-02,8772
ActionScript,2013-02,8145
Puppet,2013-02,7672
Matlab,2013-02,6174
OCaml,2013-02,4474
D,2013-02,4313
Rust,2013-02,3632
Common Lisp,2013-02,3302
Dart,2013-02,3191
Arduino,2013-02,2570
Julia,2013-02,2526
Assembly,2013-02,2492
Racket,2013-02,2409
Visual Basic,2013-02,2383
Delphi,2013-02,2271
Scheme,2013-02,1935
ColdFusion,2013-02,1819
HaXe,2013-02,1737
F#,2013-02,1649
FORTRAN,2013-02,1592
PowerShell,2013-02,1552
ASP,2013-02,1507
Prolog,2013-02,1376
Objective-J,2013-02,1027
Elixir,2013-02,1020
VHDL,2013-02,918
Verilog,2013-02,879
Tcl,2013-02,807
Smalltalk,2013-02,767
OpenEdge ABL,2013-02,653
Vala,2013-02,565
Coq,2013-02,532
Apex,2013-02,479
Standard ML,2013-02,441
Ada,2013-02,383
Kotlin,2013-02,362
XQuery,2013-02,340
AutoHotkey,2013-02,310
Parrot,2013-02,280
Eiffel,2013-02,226
ooc,2013-02,219
Pure Data,2013-02,215
AppleScript,2013-02,211
Ceylon,2013-02,206
Factor,2013-02,173
DCPU-16 ASM,2013-02,170
Io,2013-02,167
Scilab,2013-02,155
Arc,2013-02,129
SuperCollider,2013-02,120
Gosu,2013-02,117
Dylan,2013-02,116
Logtalk,2013-02,109
Bro,2013-02,103
Rebol,2013-02,66
Boo,2013-02,65
Self,2013-02,59
Ecl,2013-02,50
eC,2013-02,42
Augeas,2013-02,24
Fancy,2013-02,18
Turing,2013-02,17
Ioke,2013-02,13
Opa,2013-02,11
Mirah,2013-02,9
Fantom,2013-02,9
Nu,2013-02,7
Max,2013-02,7
Nimrod,2013-02,4
JavaScript,2013-01,807302
Java,2013-01,425197
Ruby,2013-01,393358
PHP,2013-01,345496
Python,2013-01,332966
C,2013-01,200895
C++,2013-01,186133
Objective-C,2013-01,120689
Shell,2013-01,103241
C#,2013-01,72805
Perl,2013-01,41202
VimL,2013-01,38455
Scala,2013-01,31129
CoffeeScript,2013-01,29804
Emacs Lisp,2013-01,19295
Go,2013-01,17790
Lua,2013-01,17012
Haskell,2013-01,16576
Clojure,2013-01,15329
Erlang,2013-01,11343
ActionScript,2013-01,10099
Groovy,2013-01,9421
R,2013-01,8741
Puppet,2013-01,7318
Matlab,2013-01,6739
OCaml,2013-01,4600
D,2013-01,4001
Common Lisp,2013-01,3458
Dart,2013-01,2955
Arduino,2013-01,2895
Rust,2013-01,2702
Racket,2013-01,2610
Julia,2013-01,2607
Delphi,2013-01,2377
Assembly,2013-01,2153
FORTRAN,2013-01,1941
Visual Basic,2013-01,1905
HaXe,2013-01,1860
Prolog,2013-01,1775
PowerShell,2013-01,1775
Scheme,2013-01,1749
ASP,2013-01,1582
ColdFusion,2013-01,1514
F#,2013-01,1335
Elixir,2013-01,985
Smalltalk,2013-01,911
Objective-J,2013-01,884
Tcl,2013-01,818
Verilog,2013-01,773
VHDL,2013-01,683
OpenEdge ABL,2013-01,630
Vala,2013-01,628
Standard ML,2013-01,428
Apex,2013-01,385
AppleScript,2013-01,377
Ada,2013-01,364
XQuery,2013-01,333
Coq,2013-01,320
Scilab,2013-01,315
AutoHotkey,2013-01,305
Kotlin,2013-01,297
Parrot,2013-01,229
Eiffel,2013-01,218
DCPU-16 ASM,2013-01,189
Factor,2013-01,177
Nemerle,2013-01,162
Pure Data,2013-01,133
ooc,2013-01,126
Boo,2013-01,109
Gosu,2013-01,105
Augeas,2013-01,100
Io,2013-01,83
Dylan,2013-01,82
Rebol,2013-01,79
Logtalk,2013-01,78
Max,2013-01,73
Self,2013-01,66
SuperCollider,2013-01,62
Turing,2013-01,61
Ceylon,2013-01,44
Mirah,2013-01,36
Opa,2013-01,30
Arc,2013-01,21
Ioke,2013-01,15
Bro,2013-01,14
Fancy,2013-01,13
Ecl,2013-01,12
Nimrod,2013-01,12
eC,2013-01,6
Nu,2013-01,4
Fantom,2013-01,1
Max/MSP,2013-01,1
JavaScript,2012-12,688331
Java,2012-12,388063
Ruby,2012-12,366612
Python,2012-12,304998
PHP,2012-12,295734
C,2012-12,182046
C++,2012-12,169299
Objective-C,2012-12,93535
Shell,2012-12,90186
C#,2012-12,71854
Perl,2012-12,36652
VimL,2012-12,34146
Scala,2012-12,26061
CoffeeScript,2012-12,25762
Go,2012-12,17072
Haskell,2012-12,16907
Lua,2012-12,16689
Emacs Lisp,2012-12,16026
Clojure,2012-12,13467
Erlang,2012-12,9513
ActionScript,2012-12,8734
R,2012-12,8314
Groovy,2012-12,7833
Puppet,2012-12,6599
OCaml,2012-12,5539
Matlab,2012-12,4271
Common Lisp,2012-12,3478
D,2012-12,3294
Arduino,2012-12,2949
Julia,2012-12,2674
Delphi,2012-12,2394
Scheme,2012-12,2295
Rust,2012-12,2190
Racket,2012-12,2184
Assembly,2012-12,2145
Dart,2012-12,2140
F#,2012-12,1939
Visual Basic,2012-12,1928
ColdFusion,2012-12,1878
FORTRAN,2012-12,1689
ASP,2012-12,1661
PowerShell,2012-12,1528
HaXe,2012-12,1453
Prolog,2012-12,1122
Verilog,2012-12,775
VHDL,2012-12,728
Elixir,2012-12,696
Tcl,2012-12,662
Standard ML,2012-12,595
OpenEdge ABL,2012-12,579
Vala,2012-12,533
Smalltalk,2012-12,518
Coq,2012-12,378
Objective-J,2012-12,378
Eiffel,2012-12,363
AppleScript,2012-12,358
Apex,2012-12,339
AutoHotkey,2012-12,334
ooc,2012-12,331
Ada,2012-12,329
Dylan,2012-12,229
DCPU-16 ASM,2012-12,220
XQuery,2012-12,216
Kotlin,2012-12,185
Pure Data,2012-12,174
Scilab,2012-12,159
Parrot,2012-12,153
Logtalk,2012-12,140
Augeas,2012-12,133
Factor,2012-12,104
Gosu,2012-12,99
Nemerle,2012-12,86
SuperCollider,2012-12,78
Io,2012-12,76
Boo,2012-12,75
Max,2012-12,53
Nimrod,2012-12,50
Arc,2012-12,48
Turing,2012-12,40
Rebol,2012-12,40
Ceylon,2012-12,40
Ecl,2012-12,36
Mirah,2012-12,34
Fancy,2012-12,30
Self,2012-12,29
Opa,2012-12,21
Ioke,2012-12,14
Nu,2012-12,14
Bro,2012-12,3
Fantom,2012-12,3
eC,2012-12,1
JavaScript,2012-11,706356
Java,2012-11,403657
Ruby,2012-11,377546
Python,2012-11,317262
PHP,2012-11,310353
C,2012-11,185626
C++,2012-11,172708
Objective-C,2012-11,92340
Shell,2012-11,86659
C#,2012-11,74504
