repository_language,date,activity
Emacs Lisp,2012-12-01,16026
Clojure,2012-12-01,13467
Erlang,2012-12-01,9513
ActionScript,2012-12-01,8734
R,2012-12-01,8314
Groovy,2012-12-01,7833
Puppet,2012-12-01,6599
OCaml,2012-12-01,5539
Matlab,2012-12-01,4271
Common Lisp,2012-12-01,3478
D,2012-12-01,3294
Arduino,2012-12-01,2949
Julia,2012-12-01,2674
Delphi,2012-12-01,2394
Scheme,2012-12-01,2295
Rust,2012-12-01,2190
Racket,2012-12-01,2184
Assembly,2012-12-01,2145
Dart,2012-12-01,2140
F#,2012-12-01,1939
Visual Basic,2012-12-01,1928
ColdFusion,2012-12-01,1878
FORTRAN,2012-12-01,1689
ASP,2012-12-01,1661
PowerShell,2012-12-01,1528
HaXe,2012-12-01,1453
Prolog,2012-12-01,1122
Verilog,2012-12-01,775
VHDL,2012-12-01,728
Elixir,2012-12-01,696
Tcl,2012-12-01,662
Standard ML,2012-12-01,595
OpenEdge ABL,2012-12-01,579
Vala,2012-12-01,533
Smalltalk,2012-12-01,518
Coq,2012-12-01,378
Objective-J,2012-12-01,378
Eiffel,2012-12-01,363
AppleScript,2012-12-01,358
Apex,2012-12-01,339
AutoHotkey,2012-12-01,334
ooc,2012-12-01,331
Ada,2012-12-01,329
Dylan,2012-12-01,229
DCPU-16 ASM,2012-12-01,220
XQuery,2012-12-01,216
Kotlin,2012-12-01,185
Pure Data,2012-12-01,174
Scilab,2012-12-01,159
Parrot,2012-12-01,153
Logtalk,2012-12-01,140
Augeas,2012-12-01,133
Factor,2012-12-01,104
Gosu,2012-12-01,99
Nemerle,2012-12-01,86
SuperCollider,2012-12-01,78
Io,2012-12-01,76
Boo,2012-12-01,75
Max,2012-12-01,53
Nimrod,2012-12-01,50
Arc,2012-12-01,48
Turing,2012-12-01,40
Rebol,2012-12-01,40
Ceylon,2012-12-01,40
Ecl,2012-12-01,36
Mirah,2012-12-01,34
Fancy,2012-12-01,30
Self,2012-12-01,29
Opa,2012-12-01,21
Ioke,2012-12-01,14
Nu,2012-12-01,14
Bro,2012-12-01,3
Fantom,2012-12-01,3
eC,2012-12-01,1
JavaScript,2012-11-01,706356
Java,2012-11-01,403657
Ruby,2012-11-01,377546
Python,2012-11-01,317262
PHP,2012-11-01,310353
C,2012-11-01,185626
C++,2012-11-01,172708
Objective-C,2012-11-01,92340
Shell,2012-11-01,86659
C#,2012-11-01,74504
Perl,2012-11-01,41911
VimL,2012-11-01,38541
Scala,2012-11-01,25735
CoffeeScript,2012-11-01,23946
Haskell,2012-11-01,18011
Emacs Lisp,2012-11-01,16116
Go,2012-11-01,15517
Lua,2012-11-01,15423
Clojure,2012-11-01,13271
Erlang,2012-11-01,12318
ActionScript,2012-11-01,9313
Groovy,2012-11-01,8761
Puppet,2012-11-01,8060
R,2012-11-01,8053
OCaml,2012-11-01,4382
D,2012-11-01,3916
Common Lisp,2012-11-01,3831
Matlab,2012-11-01,3619
Dart,2012-11-01,3432
Racket,2012-11-01,2877
Arduino,2012-11-01,2601
Visual Basic,2012-11-01,2448
Assembly,2012-11-01,2429
ASP,2012-11-01,2188
Delphi,2012-11-01,2065
ColdFusion,2012-11-01,2040
Rust,2012-11-01,1952
HaXe,2012-11-01,1889
FORTRAN,2012-11-01,1816
F#,2012-11-01,1751
Scheme,2012-11-01,1691
PowerShell,2012-11-01,1520
Julia,2012-11-01,1494
Verilog,2012-11-01,1071
Prolog,2012-11-01,1034
VHDL,2012-11-01,996
Apex,2012-11-01,750
Elixir,2012-11-01,713
Vala,2012-11-01,667
OpenEdge ABL,2012-11-01,611
Smalltalk,2012-11-01,601
Tcl,2012-11-01,524
AutoHotkey,2012-11-01,409
Objective-J,2012-11-01,370
Coq,2012-11-01,349
Standard ML,2012-11-01,334
Eiffel,2012-11-01,306
XQuery,2012-11-01,266
Dylan,2012-11-01,196
SuperCollider,2012-11-01,194
Pure Data,2012-11-01,189
Ada,2012-11-01,172
Parrot,2012-11-01,170
Boo,2012-11-01,169
AppleScript,2012-11-01,160
DCPU-16 ASM,2012-11-01,159
Kotlin,2012-11-01,145
ooc,2012-11-01,137
Logtalk,2012-11-01,110
Scilab,2012-11-01,107
Arc,2012-11-01,89
Nemerle,2012-11-01,83
Nu,2012-11-01,82
Factor,2012-11-01,80
Rebol,2012-11-01,75
Augeas,2012-11-01,65
Io,2012-11-01,57
Opa,2012-11-01,52
Ceylon,2012-11-01,41
Gosu,2012-11-01,35
Nimrod,2012-11-01,28
Bro,2012-11-01,24
Max,2012-11-01,23
Ecl,2012-11-01,22
Ioke,2012-11-01,18
Self,2012-11-01,11
Fancy,2012-11-01,9
Mirah,2012-11-01,9
Turing,2012-11-01,4
Fantom,2012-11-01,2
eC,2012-11-01,2
JavaScript,2012-10-01,700321
Java,2012-10-01,389774
Ruby,2012-10-01,382464
Python,2012-10-01,318922
PHP,2012-10-01,298242
C,2012-10-01,186208
C++,2012-10-01,162767
Objective-C,2012-10-01,87037
Shell,2012-10-01,85943
C#,2012-10-01,68838
Perl,2012-10-01,41026
VimL,2012-10-01,37763
Scala,2012-10-01,23717
CoffeeScript,2012-10-01,23084
Go,2012-10-01,17316
Emacs Lisp,2012-10-01,16758
Clojure,2012-10-01,15144
Haskell,2012-10-01,14884
Lua,2012-10-01,14045
Erlang,2012-10-01,10695
Puppet,2012-10-01,8407
ActionScript,2012-10-01,8332
Groovy,2012-10-01,8189
R,2012-10-01,7787
D,2012-10-01,5065
OCaml,2012-10-01,4503
Common Lisp,2012-10-01,4060
Dart,2012-10-01,3171
Matlab,2012-10-01,2962
Arduino,2012-10-01,2435
Visual Basic,2012-10-01,2429
Assembly,2012-10-01,2371
Rust,2012-10-01,2304
HaXe,2012-10-01,2303
Delphi,2012-10-01,2254
Scheme,2012-10-01,2064
Racket,2012-10-01,2050
FORTRAN,2012-10-01,1923
ASP,2012-10-01,1827
PowerShell,2012-10-01,1818
ColdFusion,2012-10-01,1593
F#,2012-10-01,1587
Julia,2012-10-01,1247
Prolog,2012-10-01,1231
Elixir,2012-10-01,1030
Verilog,2012-10-01,1025
VHDL,2012-10-01,676
OpenEdge ABL,2012-10-01,638
Vala,2012-10-01,512
Coq,2012-10-01,489
AutoHotkey,2012-10-01,465
Smalltalk,2012-10-01,460
Tcl,2012-10-01,454
Apex,2012-10-01,430
Factor,2012-10-01,383
Standard ML,2012-10-01,294
Objective-J,2012-10-01,247
Eiffel,2012-10-01,237
Parrot,2012-10-01,232
Ada,2012-10-01,221
DCPU-16 ASM,2012-10-01,195
Pure Data,2012-10-01,192
AppleScript,2012-10-01,173
SuperCollider,2012-10-01,158
Kotlin,2012-10-01,151
Opa,2012-10-01,148
XQuery,2012-10-01,138
Nemerle,2012-10-01,136
Scilab,2012-10-01,103
Logtalk,2012-10-01,96
Dylan,2012-10-01,91
Boo,2012-10-01,85
Gosu,2012-10-01,64
Nu,2012-10-01,59
Io,2012-10-01,48
Ceylon,2012-10-01,47
Augeas,2012-10-01,46
Ecl,2012-10-01,46
Nimrod,2012-10-01,43
Fancy,2012-10-01,40
Rebol,2012-10-01,38
Bro,2012-10-01,32
Max,2012-10-01,29
Turing,2012-10-01,27
Arc,2012-10-01,26
Ioke,2012-10-01,26
Fantom,2012-10-01,10
ooc,2012-10-01,8
Mirah,2012-10-01,6
Self,2012-10-01,2
JavaScript,2012-09-01,837967
Ruby,2012-09-01,457201
Java,2012-09-01,413953
Python,2012-09-01,382658
PHP,2012-09-01,367453
C,2012-09-01,214866
C++,2012-09-01,191490
Objective-C,2012-09-01,103023
Shell,2012-09-01,100725
C#,2012-09-01,80334
Perl,2012-09-01,63455
VimL,2012-09-01,52538
CoffeeScript,2012-09-01,29442
Scala,2012-09-01,29268
Emacs Lisp,2012-09-01,23091
Lua,2012-09-01,22951
Go,2012-09-01,20304
Haskell,2012-09-01,18959
Clojure,2012-09-01,16681
ActionScript,2012-09-01,10699
Erlang,2012-09-01,10186
R,2012-09-01,9129
Groovy,2012-09-01,8992
Puppet,2012-09-01,8182
OCaml,2012-09-01,5126
D,2012-09-01,4277
Common Lisp,2012-09-01,4240
Arduino,2012-09-01,3491
Matlab,2012-09-01,3308
Visual Basic,2012-09-01,3116
Rust,2012-09-01,2858
Delphi,2012-09-01,2576
Dart,2012-09-01,2494
ColdFusion,2012-09-01,2327
Scheme,2012-09-01,2200
Assembly,2012-09-01,2014
HaXe,2012-09-01,1959
Racket,2012-09-01,1771
FORTRAN,2012-09-01,1757
PowerShell,2012-09-01,1704
ASP,2012-09-01,1632
Prolog,2012-09-01,1356
F#,2012-09-01,1344
Julia,2012-09-01,1248
Elixir,2012-09-01,1110
Factor,2012-09-01,1052
Vala,2012-09-01,913
Smalltalk,2012-09-01,882
Verilog,2012-09-01,855
VHDL,2012-09-01,847
OpenEdge ABL,2012-09-01,820
Tcl,2012-09-01,647
Apex,2012-09-01,606
Coq,2012-09-01,522
Objective-J,2012-09-01,470
AutoHotkey,2012-09-01,465
Nemerle,2012-09-01,392
Parrot,2012-09-01,337
XQuery,2012-09-01,316
Standard ML,2012-09-01,315
Scilab,2012-09-01,249
Dylan,2012-09-01,239
Rebol,2012-09-01,205
Eiffel,2012-09-01,189
Pure Data,2012-09-01,188
Ada,2012-09-01,179
Kotlin,2012-09-01,167
AppleScript,2012-09-01,162
SuperCollider,2012-09-01,151
DCPU-16 ASM,2012-09-01,125
Nu,2012-09-01,99
Fancy,2012-09-01,79
Logtalk,2012-09-01,78
Io,2012-09-01,58
Gosu,2012-09-01,55
Nimrod,2012-09-01,51
Arc,2012-09-01,48
Ioke,2012-09-01,46
Opa,2012-09-01,38
Fantom,2012-09-01,33
Boo,2012-09-01,27
Bro,2012-09-01,23
Ceylon,2012-09-01,23
Mirah,2012-09-01,21
Augeas,2012-09-01,19
Turing,2012-09-01,14
Max,2012-09-01,14
Ecl,2012-09-01,9
ooc,2012-09-01,2
Self,2012-09-01,1
Max/MSP,2012-09-01,1
JavaScript,2012-08-01,1699524
Ruby,2012-08-01,917982
Java,2012-08-01,826824
Python,2012-08-01,755514
PHP,2012-08-01,724100
Perl,2012-08-01,427772
C,2012-08-01,418088
C++,2012-08-01,395540
Objective-C,2012-08-01,225870
Shell,2012-08-01,193652
C#,2012-08-01,160024
VimL,2012-08-01,101630
CoffeeScript,2012-08-01,66032
Scala,2012-08-01,63674
Emacs Lisp,2012-08-01,45658
Clojure,2012-08-01,38864
Lua,2012-08-01,38448
Haskell,2012-08-01,38438
Go,2012-08-01,36036
ActionScript,2012-08-01,25204
Erlang,2012-08-01,21782
R,2012-08-01,17556
Puppet,2012-08-01,17414
Groovy,2012-08-01,16270
OCaml,2012-08-01,9052
D,2012-08-01,8510
Common Lisp,2012-08-01,7824
HaXe,2012-08-01,6726
Rust,2012-08-01,6300
Racket,2012-08-01,5716
Matlab,2012-08-01,5262
Arduino,2012-08-01,5026
ColdFusion,2012-08-01,4720
AutoHotkey,2012-08-01,4660
Delphi,2012-08-01,4648
Visual Basic,2012-08-01,4502
Dart,2012-08-01,4132
Assembly,2012-08-01,4124
Scheme,2012-08-01,4042
FORTRAN,2012-08-01,4038
ASP,2012-08-01,3296
Julia,2012-08-01,3216
F#,2012-08-01,3178
PowerShell,2012-08-01,2936
Prolog,2012-08-01,2296
Factor,2012-08-01,1826
VHDL,2012-08-01,1714
Vala,2012-08-01,1624
Apex,2012-08-01,1458
Elixir,2012-08-01,1272
Objective-J,2012-08-01,1246
Verilog,2012-08-01,1140
Nemerle,2012-08-01,1096
Tcl,2012-08-01,960
Smalltalk,2012-08-01,934
Dylan,2012-08-01,834
Standard ML,2012-08-01,786
Parrot,2012-08-01,772
Coq,2012-08-01,740
OpenEdge ABL,2012-08-01,624
ooc,2012-08-01,498
Scilab,2012-08-01,484
XQuery,2012-08-01,416
Eiffel,2012-08-01,400
Gosu,2012-08-01,358
SuperCollider,2012-08-01,354
Kotlin,2012-08-01,298
AppleScript,2012-08-01,280
Pure Data,2012-08-01,226
Nimrod,2012-08-01,222
Opa,2012-08-01,218
Ada,2012-08-01,208
Io,2012-08-01,198
Bro,2012-08-01,186
Augeas,2012-08-01,120
Boo,2012-08-01,114
Fancy,2012-08-01,108
DCPU-16 ASM,2012-08-01,104
Rebol,2012-08-01,102
Arc,2012-08-01,102
Turing,2012-08-01,86
Logtalk,2012-08-01,78
Ceylon,2012-08-01,76
Ioke,2012-08-01,76
Max,2012-08-01,46
Nu,2012-08-01,40
Fantom,2012-08-01,32
Mirah,2012-08-01,30
Self,2012-08-01,10
Max/MSP,2012-08-01,4
eC,2012-08-01,2
JavaScript,2012-07-01,1069884
Ruby,2012-07-01,637808
Java,2012-07-01,562892
Python,2012-07-01,518194
PHP,2012-07-01,494620
C,2012-07-01,294538
C++,2012-07-01,276468
Shell,2012-07-01,162394
Objective-C,2012-07-01,160130
C#,2012-07-01,110762
VimL,2012-07-01,74144
Perl,2012-07-01,68928
CoffeeScript,2012-07-01,43528
Scala,2012-07-01,40200
Emacs Lisp,2012-07-01,30368
Clojure,2012-07-01,26106
Haskell,2012-07-01,26088
Go,2012-07-01,21222
Lua,2012-07-01,20284
Erlang,2012-07-01,17268
ActionScript,2012-07-01,14604
Groovy,2012-07-01,13656
R,2012-07-01,11774
Puppet,2012-07-01,11046
D,2012-07-01,8670
Matlab,2012-07-01,6014
OCaml,2012-07-01,5844
Common Lisp,2012-07-01,4790
Rust,2012-07-01,4460
HaXe,2012-07-01,4430
Arduino,2012-07-01,3984
ColdFusion,2012-07-01,3840
ASP,2012-07-01,3664
Delphi,2012-07-01,3000
Scheme,2012-07-01,2970
Visual Basic,2012-07-01,2936
Assembly,2012-07-01,2754
FORTRAN,2012-07-01,2572
Racket,2012-07-01,1992
Julia,2012-07-01,1898
F#,2012-07-01,1796
PowerShell,2012-07-01,1714
Dart,2012-07-01,1654
Factor,2012-07-01,1432
Objective-J,2012-07-01,1418
Smalltalk,2012-07-01,1376
Prolog,2012-07-01,1370
Vala,2012-07-01,1240
Tcl,2012-07-01,960
Verilog,2012-07-01,922
Elixir,2012-07-01,866
Standard ML,2012-07-01,858
Coq,2012-07-01,732
VHDL,2012-07-01,704
AutoHotkey,2012-07-01,700
DCPU-16 ASM,2012-07-01,698
Apex,2012-07-01,662
Parrot,2012-07-01,512
Kotlin,2012-07-01,508
Nemerle,2012-07-01,504
Scilab,2012-07-01,502
SuperCollider,2012-07-01,462
Eiffel,2012-07-01,404
Nimrod,2012-07-01,392
OpenEdge ABL,2012-07-01,356
XQuery,2012-07-01,324
Ada,2012-07-01,262
Pure Data,2012-07-01,260
Opa,2012-07-01,210
Gosu,2012-07-01,156
Arc,2012-07-01,146
Augeas,2012-07-01,142
Io,2012-07-01,130
Turing,2012-07-01,128
Self,2012-07-01,76
Dylan,2012-07-01,68
Boo,2012-07-01,66
Ioke,2012-07-01,56
Ceylon,2012-07-01,26
Fancy,2012-07-01,24
Rebol,2012-07-01,22
Bro,2012-07-01,20
Nu,2012-07-01,16
ooc,2012-07-01,16
Mirah,2012-07-01,10
Fantom,2012-07-01,8
Max/MSP,2012-07-01,6
eC,2012-07-01,4
Logtalk,2012-07-01,4
JavaScript,2012-06-01,1258832
Ruby,2012-06-01,746947
Java,2012-06-01,653973
Python,2012-06-01,580134
PHP,2012-06-01,549347
C,2012-06-01,398599
C++,2012-06-01,320860
Objective-C,2012-06-01,152486
Shell,2012-06-01,148500
C#,2012-06-01,129820
Perl,2012-06-01,79690
VimL,2012-06-01,73128
Scala,2012-06-01,52267
CoffeeScript,2012-06-01,50168
Emacs Lisp,2012-06-01,31458
Haskell,2012-06-01,29187
Clojure,2012-06-01,28221
Erlang,2012-06-01,22336
Lua,2012-06-01,19026
Groovy,2012-06-01,17314
ActionScript,2012-06-01,17274
Go,2012-06-01,16345
R,2012-06-01,12730
Puppet,2012-06-01,11418
Matlab,2012-06-01,10600
D,2012-06-01,8294
Common Lisp,2012-06-01,6566
OCaml,2012-06-01,5941
HaXe,2012-06-01,4712
Rust,2012-06-01,4652
Assembly,2012-06-01,4411
Delphi,2012-06-01,4149
ColdFusion,2012-06-01,4042
Arduino,2012-06-01,3793
Visual Basic,2012-06-01,3417
FORTRAN,2012-06-01,3219
Scheme,2012-06-01,2884
PowerShell,2012-06-01,2609
VHDL,2012-06-01,2524
Racket,2012-06-01,2475
Vala,2012-06-01,2378
ASP,2012-06-01,2303
Smalltalk,2012-06-01,2302
Prolog,2012-06-01,2091
F#,2012-06-01,2035
Julia,2012-06-01,1935
Dart,2012-06-01,1802
Objective-J,2012-06-01,1557
Tcl,2012-06-01,1275
Verilog,2012-06-01,1244
Coq,2012-06-01,1229
Elixir,2012-06-01,1134
AutoHotkey,2012-06-01,809
Eiffel,2012-06-01,752
Ada,2012-06-01,738
Scilab,2012-06-01,736
Mirah,2012-06-01,643
Parrot,2012-06-01,643
Standard ML,2012-06-01,590
DCPU-16 ASM,2012-06-01,552
XQuery,2012-06-01,529
Factor,2012-06-01,522
Apex,2012-06-01,505
Kotlin,2012-06-01,408
OpenEdge ABL,2012-06-01,392
SuperCollider,2012-06-01,381
Nemerle,2012-06-01,360
Pure Data,2012-06-01,334
Nimrod,2012-06-01,244
ooc,2012-06-01,243
Io,2012-06-01,159
Rebol,2012-06-01,140
Max/MSP,2012-06-01,128
Opa,2012-06-01,127
Self,2012-06-01,124
Arc,2012-06-01,121
Turing,2012-06-01,106
Dylan,2012-06-01,99
Fancy,2012-06-01,93
Gosu,2012-06-01,71
Boo,2012-06-01,68
Ioke,2012-06-01,57
Augeas,2012-06-01,52
Bro,2012-06-01,26
Nu,2012-06-01,10
JavaScript,2012-05-01,1527927
Ruby,2012-05-01,973101
Java,2012-05-01,904101
Python,2012-05-01,732684
PHP,2012-05-01,690879
C,2012-05-01,449673
C++,2012-05-01,395853
Objective-C,2012-05-01,213576
Shell,2012-05-01,199563
C#,2012-05-01,169947
Perl,2012-05-01,104430
VimL,2012-05-01,94344
Scala,2012-05-01,66987
CoffeeScript,2012-05-01,60087
Haskell,2012-05-01,40710
Clojure,2012-05-01,37086
Emacs Lisp,2012-05-01,36285
Erlang,2012-05-01,28053
Groovy,2012-05-01,23844
ActionScript,2012-05-01,23577
Lua,2012-05-01,23376
Go,2012-05-01,21825
Matlab,2012-05-01,18069
R,2012-05-01,15366
Puppet,2012-05-01,15060
Tcl,2012-05-01,11859
D,2012-05-01,11508
OCaml,2012-05-01,10074
Common Lisp,2012-05-01,8097
Assembly,2012-05-01,6249
Delphi,2012-05-01,5064
ColdFusion,2012-05-01,5034
Scheme,2012-05-01,4986
HaXe,2012-05-01,4362
Arduino,2012-05-01,4251
Julia,2012-05-01,4011
Rust,2012-05-01,3945
FORTRAN,2012-05-01,3789
Racket,2012-05-01,3549
Visual Basic,2012-05-01,3435
PowerShell,2012-05-01,3300
Dart,2012-05-01,3249
Prolog,2012-05-01,3006
ASP,2012-05-01,2847
VHDL,2012-05-01,2772
F#,2012-05-01,2622
Smalltalk,2012-05-01,2439
Vala,2012-05-01,1755
Verilog,2012-05-01,1668
Elixir,2012-05-01,1539
Objective-J,2012-05-01,1500
Apex,2012-05-01,1353
DCPU-16 ASM,2012-05-01,1320
Standard ML,2012-05-01,1053
AutoHotkey,2012-05-01,996
Ada,2012-05-01,933
Coq,2012-05-01,885
OpenEdge ABL,2012-05-01,828
Scilab,2012-05-01,771
Parrot,2012-05-01,750
Nemerle,2012-05-01,738
Eiffel,2012-05-01,735
XQuery,2012-05-01,684
SuperCollider,2012-05-01,666
Factor,2012-05-01,666
Pure Data,2012-05-01,657
Io,2012-05-01,621
Kotlin,2012-05-01,465
Nimrod,2012-05-01,405
Dylan,2012-05-01,387
ooc,2012-05-01,363
Opa,2012-05-01,231
Boo,2012-05-01,183
Fancy,2012-05-01,165
Mirah,2012-05-01,162
Turing,2012-05-01,114
Gosu,2012-05-01,102
Arc,2012-05-01,102
Max/MSP,2012-05-01,99
Bro,2012-05-01,84
Logtalk,2012-05-01,63
Self,2012-05-01,57
Augeas,2012-05-01,51
Ioke,2012-05-01,33
Nu,2012-05-01,24
Rebol,2012-05-01,21
Fantom,2012-05-01,9
eC,2012-05-01,9
JavaScript,2012-04-01,1445823
Ruby,2012-04-01,940953
Java,2012-04-01,847644
Python,2012-04-01,710028
PHP,2012-04-01,678423
C,2012-04-01,444675
C++,2012-04-01,406302
Objective-C,2012-04-01,192171
Shell,2012-04-01,189540
C#,2012-04-01,165168
VimL,2012-04-01,103644
Perl,2012-04-01,91389
Scala,2012-04-01,58881
CoffeeScript,2012-04-01,57918
Emacs Lisp,2012-04-01,41883
Haskell,2012-04-01,40509
Clojure,2012-04-01,40077
Lua,2012-04-01,26751
ActionScript,2012-04-01,25671
Erlang,2012-04-01,25512
Go,2012-04-01,24621
Groovy,2012-04-01,20178
R,2012-04-01,16413
Matlab,2012-04-01,14880
Assembly,2012-04-01,13815
Puppet,2012-04-01,12657
D,2012-04-01,9468
OCaml,2012-04-01,8817
Common Lisp,2012-04-01,8553
Delphi,2012-04-01,5289
Scheme,2012-04-01,5223
Rust,2012-04-01,5013
Arduino,2012-04-01,4701
HaXe,2012-04-01,4668
ColdFusion,2012-04-01,3669
Visual Basic,2012-04-01,3474
FORTRAN,2012-04-01,3369
Racket,2012-04-01,3183
Verilog,2012-04-01,2943
Prolog,2012-04-01,2784
DCPU-16 ASM,2012-04-01,2661
VHDL,2012-04-01,2565
Dart,2012-04-01,2388
Objective-J,2012-04-01,2241
Tcl,2012-04-01,2094
PowerShell,2012-04-01,2064
F#,2012-04-01,1944
Elixir,2012-04-01,1836
ASP,2012-04-01,1704
Smalltalk,2012-04-01,1512
Vala,2012-04-01,1266
Standard ML,2012-04-01,1251
AutoHotkey,2012-04-01,888
Apex,2012-04-01,858
Ada,2012-04-01,843
Scilab,2012-04-01,783
SuperCollider,2012-04-01,768
Eiffel,2012-04-01,738
Coq,2012-04-01,723
XQuery,2012-04-01,519
Pure Data,2012-04-01,513
Factor,2012-04-01,507
Julia,2012-04-01,474
OpenEdge ABL,2012-04-01,459
Parrot,2012-04-01,444
Dylan,2012-04-01,408
ooc,2012-04-01,342
Io,2012-04-01,303
Kotlin,2012-04-01,300
Nemerle,2012-04-01,282
Fancy,2012-04-01,252
Arc,2012-04-01,231
Turing,2012-04-01,222
Max/MSP,2012-04-01,204
Nimrod,2012-04-01,180
Gosu,2012-04-01,159
Opa,2012-04-01,144
Boo,2012-04-01,114
Logtalk,2012-04-01,69
Rebol,2012-04-01,42
Ioke,2012-04-01,39
Mirah,2012-04-01,39
Augeas,2012-04-01,33
Self,2012-04-01,33
Nu,2012-04-01,12
Fantom,2012-04-01,9
Bro,2012-04-01,9
DCPU-16 Assembly,2012-04-01,6
Powershell,2012-04-01,6
JavaScript,2012-03-01,972438
Ruby,2012-03-01,674163
Java,2012-03-01,582723
Python,2012-03-01,499329
PHP,2012-03-01,460641
C,2012-03-01,348678
C++,2012-03-01,265203
Objective-C,2012-03-01,134451
Shell,2012-03-01,124404
C#,2012-03-01,112566
Perl,2012-03-01,69753
VimL,2012-03-01,68178
Scala,2012-03-01,40029
CoffeeScript,2012-03-01,34509
Emacs Lisp,2012-03-01,27693
Haskell,2012-03-01,26442
Clojure,2012-03-01,25311
ActionScript,2012-03-01,17727
Lua,2012-03-01,17556
Erlang,2012-03-01,16713
Go,2012-03-01,13569
Groovy,2012-03-01,13428
R,2012-03-01,11154
Puppet,2012-03-01,9276
Matlab,2012-03-01,8250
OCaml,2012-03-01,7704
D,2012-03-01,6027
Common Lisp,2012-03-01,5964
Delphi,2012-03-01,4374
Rust,2012-03-01,3951
Assembly,2012-03-01,3291
ColdFusion,2012-03-01,3267
Scheme,2012-03-01,3264
HaXe,2012-03-01,3003
Arduino,2012-03-01,2682
F#,2012-03-01,2313
Prolog,2012-03-01,2271
Verilog,2012-03-01,2148
VHDL,2012-03-01,2145
FORTRAN,2012-03-01,1956
Powershell,2012-03-01,1947
Visual Basic,2012-03-01,1836
Racket,2012-03-01,1827
Objective-J,2012-03-01,1593
Vala,2012-03-01,1248
Standard ML,2012-03-01,1245
Elixir,2012-03-01,1098
ASP,2012-03-01,1008
Tcl,2012-03-01,978
AutoHotkey,2012-03-01,864
Eiffel,2012-03-01,852
SuperCollider,2012-03-01,693
Scilab,2012-03-01,603
Smalltalk,2012-03-01,513
Coq,2012-03-01,474
Pure Data,2012-03-01,468
Nemerle,2012-03-01,441
Ada,2012-03-01,435
Modelica,2012-03-01,360
OpenEdge ABL,2012-03-01,345
XQuery,2012-03-01,336
Rebol,2012-03-01,273
Boo,2012-03-01,228
Opa,2012-03-01,219
PowerShell,2012-03-01,207
Ioke,2012-03-01,192
Io,2012-03-01,177
Arc,2012-03-01,156
Factor,2012-03-01,147
Nimrod,2012-03-01,141
Turing,2012-03-01,129
Dylan,2012-03-01,117
Gosu,2012-03-01,111
Apex,2012-03-01,93
Parrot,2012-03-01,84
Bro,2012-03-01,33
Max/MSP,2012-03-01,30
Fantom,2012-03-01,27
Fancy,2012-03-01,24
Mirah,2012-03-01,15
Kotlin,2012-03-01,12
Self,2012-03-01,12
ooc,2012-03-01,9
Logtalk,2012-03-01,9
Nu,2012-03-01,9
